HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458417.56102,2018-10-26.0584082,bi,1.60,15.808,>15.808,99.990,0.466,0.345,g
2458417.56224,2018-10-26.0596245,bi,1.60,15.852,>15.852,99.990,0.070,0.331,g
2458417.70718,2018-10-26.2045770,br,1.43,16.358,>16.358,99.990,0.451,0.208,g
2458417.70840,2018-10-26.2057967,br,1.47,16.340,>16.340,99.990,0.813,0.211,g
2458417.70963,2018-10-26.2070238,br,1.45,16.296,>16.296,99.990,0.020,0.220,g
2458418.75857,2018-10-27.2560293,br,1.47,16.227,>16.227,99.990,0.388,0.234,g
2458418.75978,2018-10-27.2572479,br,1.45,16.279,>16.279,99.990,0.287,0.224,g
2458418.76102,2018-10-27.2584910,br,1.45,16.216,>16.216,99.990,0.580,0.237,g
2458420.26029,2018-10-28.7578493,bm,2.37,99.990,99.990,99.990,99.990,99.990,g
2458420.83949,2018-10-29.3370936,ba,1.92,99.990,99.990,99.990,99.990,99.990,V
2458420.85626,2018-10-29.3538613,bb,2.08,15.300,>15.300,99.990,0.124,0.582,V
2458420.85753,2018-10-29.3551405,bb,1.97,14.017,>14.017,99.990,-1.537,1.897,V
2458420.85883,2018-10-29.3564399,bb,1.96,99.990,99.990,99.990,99.990,99.990,V
2458423.27809,2018-10-31.7758604,bn,2.49,16.978,>16.978,99.990,0.452,0.117,g
2458423.27929,2018-10-31.7770674,bn,2.39,17.136,>17.136,99.990,0.219,0.102,g
2458423.55067,2018-11-01.0484570,bE,1.50,16.668,>16.668,99.990,0.170,0.156,g
2458423.55194,2018-11-01.0497287,bE,1.46,16.813,>16.813,99.990,0.213,0.137,g
2458423.55321,2018-11-01.0510018,bE,1.48,16.727,>16.727,99.990,0.401,0.148,g
2458423.57516,2018-11-01.0729581,bj,1.54,16.866,16.760,0.199,0.718,0.130,g
2458423.57638,2018-11-01.0741706,bj,1.54,16.857,>16.857,99.990,0.288,0.131,g
2458423.57759,2018-11-01.0753875,bj,1.64,16.884,>16.884,99.990,0.350,0.128,g
2458423.80194,2018-11-01.2997498,ba,1.68,16.579,>16.579,99.990,0.207,0.179,V
2458423.80321,2018-11-01.3010186,ba,1.69,16.758,>16.758,99.990,0.282,0.152,V
2458423.80447,2018-11-01.3022803,ba,1.71,16.608,>16.608,99.990,0.525,0.174,V
2458423.82318,2018-11-01.3209920,bb,1.60,16.741,>16.741,99.990,0.339,0.154,V
2458423.82445,2018-11-01.3222668,bb,1.56,16.952,>16.952,99.990,0.238,0.127,V
2458423.82573,2018-11-01.3235377,bb,1.63,16.900,>16.900,99.990,0.557,0.133,V
2458424.56038,2018-11-02.0582516,bj,1.49,17.110,>17.110,99.990,0.235,0.104,g
2458424.56161,2018-11-02.0594770,bj,1.54,16.984,>16.984,99.990,0.498,0.117,g
2458424.56283,2018-11-02.0606921,bj,1.52,17.039,>17.039,99.990,0.331,0.111,g
2458425.56844,2018-11-03.0663755,bj,1.61,16.975,>16.975,99.990,0.461,0.118,g
2458425.56967,2018-11-03.0675964,bj,1.52,16.989,>16.989,99.990,0.446,0.116,g
2458425.57088,2018-11-03.0688127,bj,1.56,16.907,>16.907,99.990,0.411,0.125,g
2458425.65713,2018-11-03.1550785,bq,1.61,99.990,99.990,99.990,99.990,99.990,g
2458425.65835,2018-11-03.1562915,bq,1.64,99.990,99.990,99.990,99.990,99.990,g
2458425.65957,2018-11-03.1575069,bq,1.66,99.990,99.990,99.990,99.990,99.990,g
2458426.50172,2018-11-03.9997221,bF,1.44,16.006,>16.006,99.990,0.745,0.288,g
2458426.50301,2018-11-04.0010141,bF,1.53,16.133,>16.133,99.990,0.008,0.256,g
2458426.50429,2018-11-04.0022967,bF,1.45,16.390,>16.390,99.990,0.123,0.202,g
2458426.54229,2018-11-04.0402908,bi,1.54,17.002,>17.002,99.990,0.172,0.115,g
2458426.54352,2018-11-04.0415225,bi,1.57,16.867,>16.867,99.990,0.420,0.130,g
2458426.54473,2018-11-04.0427387,bi,1.49,16.850,>16.850,99.990,0.410,0.132,g
2458426.68205,2018-11-04.1800604,br,1.50,17.340,>17.340,99.990,0.421,0.084,g
2458426.68327,2018-11-04.1812803,br,1.45,17.296,>17.296,99.990,0.250,0.088,g
2458426.68448,2018-11-04.1824998,br,1.47,17.297,17.218,0.204,0.471,0.088,g
2458427.50601,2018-11-05.0040798,bj,1.61,16.359,>16.359,99.990,0.160,0.208,g
2458427.50722,2018-11-05.0052994,bj,1.61,16.327,>16.327,99.990,0.587,0.214,g
2458427.64592,2018-11-05.1439990,bq,1.53,16.999,16.967,0.213,0.593,0.115,g
2458427.64715,2018-11-05.1452334,bq,1.53,17.116,>17.116,99.990,0.133,0.103,g
2458427.64842,2018-11-05.1465049,bq,1.59,16.397,>16.397,99.990,0.532,0.201,g
2458427.68425,2018-11-05.1823443,br,1.49,17.381,17.021,0.157,0.565,0.081,g
2458427.68556,2018-11-05.1836532,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458427.68680,2018-11-05.1848868,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2458428.30224,2018-11-05.8003645,bn,2.03,17.233,>17.233,99.990,0.418,0.093,g
2458428.30376,2018-11-05.8018912,bn,2.02,17.334,16.818,0.136,0.680,0.085,g
2458428.30500,2018-11-05.8031351,bn,2.03,17.272,>17.272,99.990,0.352,0.090,g
2458428.53281,2018-11-06.0309655,bi,1.43,17.268,>17.268,99.990,0.344,0.090,g
2458428.53404,2018-11-06.0321876,bi,1.48,16.988,>16.988,99.990,0.123,0.116,g
2458428.53526,2018-11-06.0334046,bi,1.50,17.057,>17.057,99.990,0.481,0.109,g
2458428.55887,2018-11-06.0570172,bj,1.62,16.898,>16.898,99.990,0.378,0.126,g
2458428.56008,2018-11-06.0582317,bj,1.61,16.838,>16.838,99.990,0.179,0.134,g
2458428.56131,2018-11-06.0594521,bj,1.58,16.998,>16.998,99.990,0.166,0.115,g
2458428.81655,2018-11-06.3147212,ba,1.65,16.646,>16.646,99.990,0.426,0.168,V
2458428.81783,2018-11-06.3159935,ba,1.67,16.620,>16.620,99.990,0.258,0.173,V
2458428.81910,2018-11-06.3172725,ba,1.73,16.529,>16.529,99.990,0.141,0.188,V
2458429.51091,2018-11-07.0091234,bi,1.43,16.600,>16.600,99.990,0.146,0.166,g
2458429.51212,2018-11-07.0103418,bi,1.46,16.731,>16.731,99.990,0.374,0.147,g
2458429.51334,2018-11-07.0115585,bi,1.39,16.828,>16.828,99.990,0.294,0.135,g
2458429.55809,2018-11-07.0563133,bF,1.58,17.123,>17.123,99.990,0.406,0.103,g
2458429.55936,2018-11-07.0575881,bF,1.54,17.115,>17.115,99.990,0.193,0.104,g
2458429.56064,2018-11-07.0588630,bF,1.54,17.026,>17.026,99.990,0.097,0.112,g
2458429.69608,2018-11-07.1943190,bq,1.54,17.198,>17.198,99.990,0.463,0.096,g
2458429.69736,2018-11-07.1955980,bq,1.54,17.002,>17.002,99.990,0.393,0.115,g
2458429.69862,2018-11-07.1968650,bq,1.51,17.035,>17.035,99.990,0.346,0.111,g
2458430.50776,2018-11-08.0060644,bj,1.55,16.270,>16.270,99.990,0.008,0.225,g
2458430.50898,2018-11-08.0072836,bj,1.60,16.333,>16.333,99.990,0.351,0.213,g
2458430.51020,2018-11-08.0085002,bj,1.65,16.456,>16.456,99.990,0.171,0.190,g
2458430.68074,2018-11-08.1790471,bq,1.59,17.271,>17.271,99.990,0.444,0.090,g
2458430.68195,2018-11-08.1802594,bq,1.50,17.010,>17.010,99.990,0.380,0.114,g
2458430.68316,2018-11-08.1814797,bq,1.51,17.094,>17.094,99.990,0.469,0.106,g
2458430.69559,2018-11-08.1938984,br,1.40,99.990,99.990,99.990,99.990,99.990,g
2458430.69802,2018-11-08.1963333,br,1.46,17.256,17.185,0.205,0.485,0.091,g
2458431.55112,2018-11-09.0494913,bF,1.54,17.181,>17.181,99.990,0.386,0.097,g
2458431.55239,2018-11-09.0507693,bF,1.56,17.198,>17.198,99.990,0.454,0.096,g
2458431.55368,2018-11-09.0520467,bF,1.57,17.247,>17.247,99.990,0.382,0.092,g
2458431.62791,2018-11-09.1262931,bq,1.47,17.110,>17.110,99.990,0.493,0.104,g
2458431.62912,2018-11-09.1275086,bq,1.43,17.170,>17.170,99.990,0.167,0.098,g
2458431.63035,2018-11-09.1287354,bq,1.50,17.145,17.141,0.219,0.505,0.101,g
2458431.80700,2018-11-09.3053979,bb,1.99,17.010,>17.010,99.990,0.411,0.121,V
2458431.80828,2018-11-09.3066674,bb,1.99,16.747,>16.747,99.990,0.387,0.153,V
2458431.80955,2018-11-09.3079438,bb,1.98,16.936,>16.936,99.990,0.397,0.129,V
2458432.52076,2018-11-10.0191997,bE,1.51,16.736,>16.736,99.990,0.405,0.147,g
2458432.52202,2018-11-10.0204672,bE,1.48,16.791,>16.791,99.990,0.414,0.139,g
2458432.52329,2018-11-10.0217319,bE,1.46,16.738,>16.738,99.990,0.109,0.147,g
2458432.54811,2018-11-10.0465656,bF,1.56,17.296,17.118,0.186,0.516,0.088,g
2458432.54937,2018-11-10.0478270,bF,1.45,17.196,>17.196,99.990,0.369,0.096,g
2458432.55064,2018-11-10.0490942,bF,1.51,17.142,>17.142,99.990,0.481,0.101,g
2458433.51748,2018-11-11.0159960,bE,1.50,16.632,>16.632,99.990,-0.172,0.161,g
2458433.51874,2018-11-11.0172591,bE,1.55,16.749,>16.749,99.990,0.219,0.145,g
2458433.52000,2018-11-11.0185222,bE,1.49,16.769,>16.769,99.990,0.573,0.142,g
2458433.53559,2018-11-11.0341071,bj,1.53,16.933,>16.933,99.990,0.331,0.122,g
2458433.53680,2018-11-11.0353228,bj,1.53,16.916,>16.916,99.990,0.175,0.124,g
2458433.53802,2018-11-11.0365452,bj,1.60,16.978,>16.978,99.990,0.433,0.117,g
2458434.51431,2018-11-12.0129114,bE,1.75,16.315,>16.315,99.990,0.664,0.216,g
2458434.51559,2018-11-12.0141821,bE,1.97,16.598,>16.598,99.990,0.134,0.167,g
2458434.51684,2018-11-12.0154437,bE,1.78,16.547,>16.547,99.990,0.329,0.175,g
2458434.69310,2018-11-12.1917113,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458434.69431,2018-11-12.1929305,br,1.44,15.809,>15.809,99.990,0.417,0.345,g
2458434.69553,2018-11-12.19415,br,1.45,16.403,>16.403,99.990,0.066,0.199,g
2458434.77537,2018-11-12.2739901,ba,1.62,16.589,16.534,0.209,0.934,0.178,V
2458434.77664,2018-11-12.2752603,ba,1.58,16.713,>16.713,99.990,0.117,0.158,V
2458434.77791,2018-11-12.2765289,ba,1.59,16.573,>16.573,99.990,0.509,0.180,V
2458435.55628,2018-11-13.0549607,bj,1.58,16.579,>16.579,99.990,0.471,0.170,g
2458435.55750,2018-11-13.0561770,bj,1.51,16.729,>16.729,99.990,0.623,0.148,g
2458435.55872,2018-11-13.0573951,bj,1.57,16.612,>16.612,99.990,0.531,0.165,g
2458435.79829,2018-11-13.2969826,bb,2.02,16.620,>16.620,99.990,0.711,0.173,V
2458435.79955,2018-11-13.2982496,bb,1.99,16.457,>16.457,99.990,0.731,0.200,V
2458435.80083,2018-11-13.2995223,bb,1.99,16.531,>16.531,99.990,0.626,0.187,V
2458436.51287,2018-11-14.0116216,bE,2.46,16.007,>16.007,99.990,0.624,0.287,g
2458436.51413,2018-11-14.0128858,bE,2.44,16.015,>16.015,99.990,-0.051,0.285,g
2458437.67331,2018-11-15.1721622,br,1.55,16.760,>16.760,99.990,0.218,0.144,g
2458437.67453,2018-11-15.1733778,br,1.59,16.814,>16.814,99.990,0.258,0.137,g
2458437.67575,2018-11-15.1745952,br,1.53,99.990,99.990,99.990,99.990,99.990,g
2458437.69329,2018-11-15.1921349,ba,1.76,99.990,99.990,99.990,99.990,99.990,V
2458437.69456,2018-11-15.1934043,ba,1.55,99.990,99.990,99.990,99.990,99.990,V
2458437.69583,2018-11-15.1946810,ba,1.73,99.990,99.990,99.990,99.990,99.990,V
2458438.66605,2018-11-16.1649721,br,1.46,16.959,>16.959,99.990,0.334,0.120,g
2458438.66727,2018-11-16.1661888,br,1.46,16.812,>16.812,99.990,0.381,0.137,g
2458438.66848,2018-11-16.1674083,br,1.46,16.726,>16.726,99.990,0.440,0.148,g
2458439.52522,2018-11-17.0242084,bF,1.51,16.204,>16.204,99.990,0.781,0.240,g
2458439.52648,2018-11-17.0254678,bF,1.51,16.390,>16.390,99.990,0.303,0.202,g
2458439.52775,2018-11-17.0267305,bF,1.57,16.373,>16.373,99.990,0.242,0.205,g
2458440.65010,2018-11-18.1491862,br,1.42,16.622,>16.622,99.990,0.310,0.163,g
2458440.65132,2018-11-18.1504032,br,1.43,16.568,>16.568,99.990,-0.111,0.171,g
2458440.65254,2018-11-18.1516192,br,1.42,16.508,>16.508,99.990,0.554,0.181,g
2458442.51520,2018-11-20.0144324,bF,2.30,15.764,>15.764,99.990,1.042,0.359,g
2458442.51649,2018-11-20.0157084,bF,2.24,15.811,>15.811,99.990,0.576,0.344,g
2458442.51776,2018-11-20.0169834,bF,2.25,16.050,>16.050,99.990,0.341,0.276,g
2458442.66841,2018-11-20.1676416,bq,1.62,16.116,>16.116,99.990,-0.214,0.260,g
2458442.66963,2018-11-20.1688682,bq,1.59,15.991,>15.991,99.990,0.345,0.291,g
2458442.67085,2018-11-20.1700932,bq,1.60,16.128,>16.128,99.990,0.002,0.257,g
2458443.51579,2018-11-21.0150902,bF,2.09,15.890,>15.890,99.990,-0.247,0.320,g
2458443.51705,2018-11-21.0163564,bF,2.07,15.828,>15.828,99.990,0.371,0.339,g
2458443.51831,2018-11-21.0176203,bF,2.09,15.846,>15.846,99.990,0.451,0.333,g
2458443.66071,2018-11-21.1600284,bq,1.49,16.028,>16.028,99.990,0.236,0.282,g
2458443.66194,2018-11-21.1612568,bq,1.49,16.063,>16.063,99.990,-0.488,0.273,g
2458443.66316,2018-11-21.1624765,bq,1.49,16.051,>16.051,99.990,0.169,0.276,g
2458444.66038,2018-11-22.1597709,bq,1.42,15.805,>15.805,99.990,0.399,0.346,g
2458444.66160,2018-11-22.1609906,bq,1.53,15.905,>15.905,99.990,-0.405,0.315,g
2458444.66283,2018-11-22.1622170,bq,1.51,16.077,>16.077,99.990,0.351,0.269,g
2458445.73189,2018-11-23.2313626,ba,1.64,15.608,>15.608,99.990,0.660,0.438,V
2458445.73316,2018-11-23.2326396,ba,1.57,15.650,>15.650,99.990,0.138,0.422,V
2458445.73442,2018-11-23.2339034,ba,1.57,15.511,>15.511,99.990,0.907,0.479,V
2458445.78156,2018-11-23.2810453,bb,1.98,15.742,>15.742,99.990,0.822,0.387,V
2458445.78282,2018-11-23.2823115,bb,1.99,15.803,>15.803,99.990,1.048,0.366,V
2458445.78410,2018-11-23.2835869,bb,1.99,15.929,>15.929,99.990,-0.582,0.326,V
2458448.72273,2018-11-26.2224438,ba,1.99,16.499,>16.499,99.990,0.700,0.193,V
2458448.72399,2018-11-26.2237127,ba,1.66,16.651,>16.651,99.990,0.517,0.168,V
2458448.72527,2018-11-26.2249819,ba,1.75,16.577,>16.577,99.990,0.640,0.180,V
2458448.76160,2018-11-26.2613300,bb,1.61,16.738,>16.738,99.990,0.399,0.155,V
2458448.76288,2018-11-26.2626078,bb,1.66,16.696,>16.696,99.990,0.285,0.161,V
2458448.76415,2018-11-26.2638707,bb,1.66,16.782,>16.782,99.990,0.406,0.149,V
2458450.65552,2018-11-28.1554021,br,1.52,17.403,>17.403,99.990,0.167,0.079,g
2458450.65674,2018-11-28.1566189,br,1.52,17.355,>17.355,99.990,0.413,0.083,g
2458450.65799,2018-11-28.1578712,br,1.53,17.451,17.372,0.204,0.409,0.076,g
2458451.64473,2018-11-29.1446821,bq,1.60,17.160,17.133,0.214,0.509,0.099,g
2458451.64695,2018-11-29.1469021,bq,1.58,17.070,17.026,0.211,0.562,0.108,g
2458451.64879,2018-11-29.1487387,bq,1.59,17.014,>17.014,99.990,0.236,0.114,g
2458452.75740,2018-11-30.2574449,bB,2.36,17.268,>17.268,99.990,0.213,0.090,g
2458452.75868,2018-11-30.2587210,bB,2.35,17.347,>17.347,99.990,0.270,0.084,g
2458452.75996,2018-11-30.2600004,bB,2.34,17.333,>17.333,99.990,0.389,0.085,g
2458453.63577,2018-12-01.1358795,bq,1.55,16.975,>16.975,99.990,0.254,0.118,g
2458453.72673,2018-12-01.2268478,bB,2.36,17.425,17.261,0.188,0.453,0.078,g
2458453.72799,2018-12-01.2281180,bB,2.33,17.577,17.547,0.214,0.348,0.068,g
2458453.72926,2018-12-01.2293850,bB,2.36,17.565,17.179,0.154,0.488,0.068,g
2458454.63287,2018-12-02.1330630,bq,1.53,17.071,>17.071,99.990,0.533,0.108,g
2458454.63409,2018-12-02.1342762,bq,1.49,17.025,>17.025,99.990,0.525,0.113,g
2458454.63530,2018-12-02.1354923,bq,1.44,17.021,>17.021,99.990,0.376,0.113,g
2458455.74226,2018-12-03.2425461,bB,2.12,17.599,17.163,0.147,0.495,0.066,g
2458455.74354,2018-12-03.2438202,bB,2.12,17.587,>17.587,99.990,0.317,0.067,g
2458455.74481,2018-12-03.2450918,bB,2.13,17.659,17.447,0.181,0.381,0.063,g
2458456.62539,2018-12-04.1257503,bq,1.55,17.156,>17.156,99.990,0.165,0.100,g
2458456.62663,2018-12-04.1269896,bq,1.60,17.148,>17.148,99.990,0.444,0.100,g
2458456.62786,2018-12-04.1282174,bq,1.58,17.159,>17.159,99.990,0.340,0.099,g
2458456.73850,2018-12-04.2388631,bB,2.04,17.525,>17.525,99.990,0.341,0.071,g
2458456.73977,2018-12-04.2401317,bB,2.02,17.605,17.462,0.192,0.376,0.066,g
2458456.74103,2018-12-04.2413967,bB,2.02,17.492,17.351,0.193,0.417,0.073,g
2458457.62157,2018-12-05.1220075,bq,1.49,17.070,>17.070,99.990,0.201,0.108,g
2458457.62280,2018-12-05.1232317,bq,1.54,17.087,>17.087,99.990,0.274,0.106,g
2458457.62403,2018-12-05.1244650,bq,1.47,16.969,>16.969,99.990,0.336,0.118,g
2458457.73072,2018-12-05.2311594,bB,2.13,17.412,>17.412,99.990,0.226,0.079,g
2458457.73199,2018-12-05.2324290,bB,2.12,17.405,17.048,0.158,0.550,0.079,g
2458457.73327,2018-12-05.2337109,bB,2.13,17.327,17.319,0.218,0.429,0.085,g
2458458.73077,2018-12-06.2312930,bB,2.18,17.576,17.303,0.171,0.435,0.068,g
2458458.73204,2018-12-06.2325601,bB,2.14,17.478,17.315,0.189,0.430,0.074,g
2458458.73330,2018-12-06.2338268,bB,2.15,17.592,17.244,0.159,0.460,0.067,g
2458459.72316,2018-12-07.2237587,bB,2.23,17.528,17.134,0.153,0.509,0.071,g
2458459.72443,2018-12-07.2250245,bB,2.21,17.531,17.325,0.182,0.426,0.071,g
2458459.72570,2018-12-07.2262997,bB,2.20,17.504,17.278,0.178,0.445,0.072,g
2458460.71547,2018-12-08.2161454,bB,2.37,17.409,17.294,0.197,0.439,0.079,g
2458460.71674,2018-12-08.2174207,bB,2.39,17.525,16.991,0.134,0.580,0.071,g
2458460.71801,2018-12-08.2186858,bB,2.36,17.532,17.371,0.189,0.409,0.071,g
2458461.72335,2018-12-09.2241106,bB,2.19,17.440,>17.440,99.990,0.370,0.077,g
2458461.72461,2018-12-09.2253781,bB,2.19,17.404,>17.404,99.990,0.334,0.079,g
2458461.72589,2018-12-09.2266479,bB,2.17,17.365,>17.365,99.990,0.362,0.082,g
2458462.71578,2018-12-10.2166172,bB,2.13,17.614,17.603,0.217,0.330,0.065,g
2458462.71704,2018-12-10.2178846,bB,2.12,17.595,>17.595,99.990,0.310,0.067,g
2458462.71832,2018-12-10.2191568,bB,2.11,17.400,17.169,0.177,0.492,0.080,g
2458463.60293,2018-12-11.1038405,bq,1.44,16.785,>16.785,99.990,0.552,0.140,g
2458463.60415,2018-12-11.1050574,bq,1.49,16.751,>16.751,99.990,0.431,0.145,g
2458463.60535,2018-12-11.1062737,bq,1.49,16.749,>16.749,99.990,0.446,0.145,g
2458465.60158,2018-12-13.1026578,bq,1.49,16.958,>16.958,99.990,0.480,0.120,g
2458465.60280,2018-12-13.1038741,bq,1.46,16.808,>16.808,99.990,0.153,0.137,g
2458465.60402,2018-12-13.1050896,bq,1.48,16.869,>16.869,99.990,0.260,0.130,g
2458465.70469,2018-12-13.2057597,bB,2.09,17.122,>17.122,99.990,0.300,0.103,g
2458465.70596,2018-12-13.2070350,bB,2.09,17.150,>17.150,99.990,0.391,0.100,g
2458465.70724,2018-12-13.2083099,bB,2.07,17.196,>17.196,99.990,0.301,0.096,g
2458471.63200,2018-12-19.1335315,br,1.47,16.076,>16.076,99.990,0.560,0.270,g
2458471.63324,2018-12-19.1347692,br,1.45,16.207,>16.207,99.990,0.938,0.239,g
2458471.63449,2018-12-19.1360283,br,1.50,16.201,>16.201,99.990,0.595,0.240,g
2458472.59867,2018-12-20.1002700,br,1.62,16.432,>16.432,99.990,0.590,0.194,g
2458472.59988,2018-12-20.1014856,br,1.55,16.354,>16.354,99.990,0.391,0.209,g
2458472.60116,2018-12-20.1027652,br,1.58,16.413,>16.413,99.990,-0.045,0.198,g
2458475.56468,2018-12-23.0665098,bq,1.52,15.950,>15.950,99.990,0.273,0.303,g
2458475.56589,2018-12-23.0677186,bq,1.53,16.108,>16.108,99.990,0.085,0.262,g
2458475.56712,2018-12-23.0689437,bq,1.50,15.995,>15.995,99.990,0.141,0.291,g
2458475.59429,2018-12-23.0961144,br,1.59,15.967,>15.967,99.990,-0.214,0.298,g
2458475.59550,2018-12-23.0973396,br,1.64,15.824,>15.824,99.990,0.778,0.340,g
2458476.56754,2018-12-24.0694335,bq,1.46,16.408,>16.408,99.990,0.574,0.199,g
2458476.58740,2018-12-24.0893114,br,1.44,16.432,>16.432,99.990,-0.205,0.194,g
2458476.58984,2018-12-24.0917459,br,1.43,16.343,>16.343,99.990,0.132,0.211,g
2458477.58360,2018-12-25.0855714,br,1.54,17.223,>17.223,99.990,0.238,0.094,g
2458477.58602,2018-12-25.0879982,br,1.50,17.257,17.119,0.193,0.516,0.091,g
2458478.55814,2018-12-26.0601767,bq,1.50,16.990,>16.990,99.990,0.292,0.116,g
2458478.56553,2018-12-26.0675788,br,1.65,17.225,17.191,0.212,0.483,0.094,g
2458478.56674,2018-12-26.0687969,br,1.59,17.453,17.409,0.211,0.395,0.076,g
2458478.56796,2018-12-26.0700129,br,1.60,17.210,>17.210,99.990,0.467,0.095,g
2458480.55145,2018-12-28.0536325,bq,1.71,17.004,>17.004,99.990,0.480,0.115,g
2458480.55265,2018-12-28.0548473,bq,1.62,16.816,>16.816,99.990,0.295,0.136,g
2458480.55387,2018-12-28.0560631,bq,1.65,16.839,>16.839,99.990,0.517,0.134,g
2458484.56410,2019-01-01.0665631,br,1.73,99.990,99.990,99.990,99.990,99.990,g
2458484.56532,2019-01-01.0677792,br,1.74,99.990,99.990,99.990,99.990,99.990,g
2458484.56652,2019-01-01.0689960,br,1.76,99.990,99.990,99.990,99.990,99.990,g
2458488.55080,2019-01-05.0535320,br,2.14,16.848,>16.848,99.990,0.351,0.132,g
2458488.55203,2019-01-05.0547609,br,2.13,99.990,99.990,99.990,99.990,99.990,g
2458488.55325,2019-01-05.0559768,br,2.11,16.934,>16.934,99.990,0.353,0.122,g
2458489.54750,2019-01-06.0502957,br,1.59,14.949,>14.949,99.990,0.164,0.761,g
2458489.54871,2019-01-06.0515163,br,1.57,15.245,>15.245,99.990,0.939,0.580,g
2458489.54995,2019-01-06.0527545,br,1.54,15.509,>15.509,99.990,0.446,0.455,g
2458571.12823,2019-03-28.6322127,bA,2.05,16.598,>16.598,99.990,0.202,0.167,g
2458571.12950,2019-03-28.6334832,bA,2.05,16.471,>16.471,99.990,0.461,0.187,g
2458571.13078,2019-03-28.6347614,bA,2.06,16.332,>16.332,99.990,0.419,0.213,g
2458571.98172,2019-03-29.4856837,bq,1.54,16.583,>16.583,99.990,0.000,0.169,g
2458571.98295,2019-03-29.4869078,bq,1.57,16.415,>16.415,99.990,-0.222,0.197,g
2458571.98416,2019-03-29.4881159,bq,1.53,16.389,>16.389,99.990,-0.288,0.202,g
2458577.10863,2019-04-03.6123633,bA,1.69,17.003,>17.003,99.990,0.395,0.115,g
2458577.10991,2019-04-03.6136409,bA,1.67,16.898,16.550,0.159,0.871,0.126,g
2458577.11118,2019-04-03.6149042,bA,1.72,16.910,>16.910,99.990,0.383,0.125,g
2458577.96246,2019-04-04.4661619,bq,1.50,16.667,>16.667,99.990,0.523,0.156,g
2458577.96368,2019-04-04.4673777,bq,1.53,16.670,>16.670,99.990,0.275,0.156,g
2458577.96491,2019-04-04.4686006,bq,1.49,16.553,>16.553,99.990,-0.008,0.174,g
2458577.98832,2019-04-04.4920158,br,1.62,15.918,>15.918,99.990,0.226,0.312,g
2458577.98953,2019-04-04.4932256,br,1.58,15.707,>15.707,99.990,-0.136,0.379,g
2458578.10951,2019-04-04.6131917,bA,1.61,17.040,>17.040,99.990,0.143,0.111,g
2458578.11080,2019-04-04.6144798,bA,1.64,16.956,>16.956,99.990,0.176,0.120,g
2458578.11207,2019-04-04.6157509,bA,1.67,16.865,>16.865,99.990,0.160,0.130,g
2458578.13267,2019-04-04.6363659,bB,2.06,16.791,>16.791,99.990,0.093,0.139,g
2458578.13395,2019-04-04.6376343,bB,2.09,16.798,>16.798,99.990,0.343,0.139,g
2458578.13523,2019-04-04.6389174,bB,2.08,16.497,>16.497,99.990,0.436,0.183,g
2458578.97366,2019-04-05.4773076,bq,1.51,99.990,99.990,99.990,99.990,99.990,g
2458578.97488,2019-04-05.4785239,bq,1.51,99.990,99.990,99.990,99.990,99.990,g
2458579.10134,2019-04-05.6049804,bA,1.66,17.059,>17.059,99.990,0.399,0.109,g
2458579.10262,2019-04-05.6062622,bA,1.68,17.087,>17.087,99.990,0.333,0.106,g
2458579.10390,2019-04-05.6075357,bA,1.69,17.000,>17.000,99.990,0.333,0.115,g
2458580.12500,2019-04-06.6285886,bB,2.17,17.388,>17.388,99.990,0.323,0.081,g
2458580.12628,2019-04-06.6298668,bB,2.19,17.094,>17.094,99.990,0.391,0.106,g
2458580.12755,2019-04-06.6311475,bB,2.19,17.033,>17.033,99.990,0.373,0.112,g
2458580.95573,2019-04-07.4592775,bq,1.53,16.708,>16.708,99.990,0.486,0.151,g
2458580.95696,2019-04-07.4605086,bq,1.47,16.864,>16.864,99.990,0.526,0.130,g
2458580.95817,2019-04-07.4617258,bq,1.47,16.725,>16.725,99.990,0.396,0.148,g
2458580.98864,2019-04-07.4921942,br,1.40,15.668,>15.668,99.990,-0.127,0.393,g
2458581.10582,2019-04-07.6093670,bA,1.64,17.084,>17.084,99.990,0.256,0.107,g
2458581.10711,2019-04-07.6106464,bA,1.63,17.025,>17.025,99.990,0.517,0.113,g
2458581.10838,2019-04-07.6119239,bA,1.64,17.145,>17.145,99.990,0.361,0.101,g
2458581.12140,2019-04-07.6249483,bB,2.02,17.271,>17.271,99.990,0.355,0.090,g
2458581.12268,2019-04-07.6262179,bB,2.03,17.239,17.164,0.205,0.495,0.092,g
2458581.12394,2019-04-07.6274864,bB,2.03,17.152,>17.152,99.990,0.413,0.100,g
2458581.98465,2019-04-08.4881457,br,1.65,15.979,>15.979,99.990,-0.349,0.295,g
2458581.98586,2019-04-08.4893549,br,1.58,15.647,>15.647,99.990,-0.221,0.400,g
2458582.97418,2019-04-09.4776262,br,1.44,16.661,>16.661,99.990,0.409,0.157,g
2458582.97540,2019-04-09.4788486,br,1.47,16.687,>16.687,99.990,0.343,0.154,g
2458582.97663,2019-04-09.4800711,br,1.46,16.785,>16.785,99.990,0.163,0.140,g
